node_name,node_id,status,cpu_percent,mem_percent,gpu_percent,disk_percent
0fba1f743b8d75fc4f13c3b6,327,online,22.1,0.9,70.8,13.5
fb459ec921e192e9dfc7963b,328,online,19.2,0.9,57.4,11.9
42add8179d0079f5d619a7c2,329,online,7.7,0.5,7.9,1.5
35fc40d2844c0b899c1ceb1e,330,online,14.9,0.8,42.5,5.9
ca071462f82ebffb75b62b11,331,online,0.0,1.5,0.0,0.0
a4b7dc4b3b87169d3f2be1b4,332,online,11.9,0.8,38.9,8.2
d2759075654806aeeb6f916e,333,online,23.3,0.6,45.9,3.9
0bf89279a1e3625d5c924358,334,online,18.4,0.8,46.7,10.0
0c1a49e447a8b623d8d5fe04,335,online,17.8,0.8,40.2,3.3
8da7a753b6e1208944935702,336,online,11.4,0.7,31.3,4.8
7dc0150397ea4c66468482a4,337,online,15.5,0.7,37.0,5.5
8ded00530f816a6655b42206,338,online,14.2,0.7,46.8,4.3
bf25924cfb5b5f80b72b92e9,339,online,10.4,0.4,9.6,1.3
9e779c7936925809771d3d0d,340,online,19.2,0.8,48.7,6.4
6b7b060850a6990e9fdd5519,341,online,10.0,0.7,29.8,2.4
dbe0f6d49c1895d6193f45a9,342,online,15.6,0.8,47.5,11.3
a001e47709080f1add846bfa,343,online,22.8,0.8,43.3,10.4
381cd7c68fa601c969d85ca2,344,online,10.9,0.7,28.2,2.8
f0dded01f181bd1f9ba92ef0,345,online,22.4,0.9,54.1,16.0
c388ac5d8993c31cc70ee7e6,346,online,21.1,0.9,63.5,18.5
fe56bde71eaa60f0df1eb25c,347,online,21.0,0.9,56.8,15.0
b028e61981c59e98b8047d59,348,online,32.5,1.0,50.9,4.8
de0205a5997adb647a9ba071,349,online,17.0,0.8,42.3,6.3
15976f62d44f32873ecaa120,350,online,1.7,0.5,2.2,0.4
a03195035244beb8f45deb51,351,online,11.8,0.8,33.7,5.1
236998e7a74fca00581a877f,352,online,8.6,0.6,21.9,1.9
f2de4903c847a5f161069b94,353,online,12.6,0.8,30.6,5.2
c7030e4936c5a93aec3ba89f,354,online,9.9,0.7,34.3,4.3
58a3d931ec591e2edcf2e754,355,online,14.8,0.7,39.5,6.1
77fb72d6108c5542c282f83b,356,online,20.3,0.7,56.2,7.7
49da79d50876ea02671e9de3,357,online,13.0,0.5,18.8,1.7
21acf75ca586f1ac738d983c,358,online,15.4,0.9,44.4,6.3
e857e2ed939bbd2e318f92d0,359,online,19.7,0.7,49.2,5.1
98de94d3e1ed2bf8762c91c4,360,online,14.0,0.5,13.4,1.7
f1f4f45a9474a2fd362d76fe,361,online,14.1,0.7,23.6,3.7
337278df8323213b6d628830,362,online,12.4,0.5,12.5,1.7
c0d6760f6248ea8260e36fa5,363,online,10.9,0.7,19.8,3.1
63042c16cf51be014ea00c06,364,online,12.9,0.7,35.1,4.4
99487190daacec5d08332f9a,365,online,19.6,0.7,49.5,9.5
965e401acd661127a3fdd69d,366,online,6.9,0.5,30.8,1.0
0c132162d809dafc1f7daca7,367,online,6.2,0.5,8.3,1.5
b69dcfea6a5da7606907e08e,368,online,15.7,0.9,38.6,8.3
c65d1872fedbde116051a254,369,online,12.5,0.7,47.4,5.7
7d434890c66ada072a36a3a7,370,online,9.9,0.6,16.3,2.6
3aaca1d43dd9bb42006353e9,371,online,12.2,0.8,32.4,4.4
9d1e46819c24401777e5027f,372,online,8.4,0.5,16.1,0.7
e55358f46c285d2b980f6184,373,online,0.0,0.8,54.3,13.0
4439b59236a605905a998f25,374,online,13.1,0.7,61.1,5.8
d24e89be1af9d340304f7d10,375,online,14.2,0.7,47.0,4.2
7b9656e9746dd973ec9dbd17,376,online,10.9,0.7,42.1,5.1
1a66117372a2440a67902ae6,377,online,9.5,0.5,20.7,2.5
